comune,provincia,regione,url,PARTITO DEMOCRATICO - DE PASCALE PRESIDENTE,PARTITO DEMOCRATICO - DE PASCALE PRESIDENTE_perc,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE_perc,"CIVICI, CON DE PASCALE PRESIDENTE","CIVICI, CON DE PASCALE PRESIDENTE_perc",ALLEANZA VERDI E SINISTRA - COALIZIONI CIVICHE - POSSIBILE,ALLEANZA VERDI E SINISTRA - COALIZIONI CIVICHE - POSSIBILE_perc,RIFORMISTI EMILIA-ROMAGNA FUTURA - DE PASCALE PRESIDENTE,RIFORMISTI EMILIA-ROMAGNA FUTURA - DE PASCALE PRESIDENTE_perc,FRATELLI D'ITALIA - GIORGIA MELONI,FRATELLI D'ITALIA - GIORGIA MELONI_perc,FORZA ITALIA - BERLUSCONI - UGOLINI PRESIDENTE - NOI MODERATI,FORZA ITALIA - BERLUSCONI - UGOLINI PRESIDENTE - NOI MODERATI_perc,LEGA SALVINI EMILIA-ROMAGNA - IL POPOLO DELLA FAMIGLIA,LEGA SALVINI EMILIA-ROMAGNA - IL POPOLO DELLA FAMIGLIA_perc,RETE CIVICA - ELENA UGOLINI PRESIDENTE,RETE CIVICA - ELENA UGOLINI PRESIDENTE_perc,"EMILIA-ROMAGNA PER LA PACE, L'AMBIENTE E IL LAVORO","EMILIA-ROMAGNA PER LA PACE, L'AMBIENTE E IL LAVORO_perc",LEALTA' COERENZA VERITA' - LUCA TEODORI,LEALTA' COERENZA VERITA' - LUCA TEODORI_perc,MICHELE DE PASCALE_total_votes,MICHELE DE PASCALE_total_perc,ELENA UGOLINI_total_votes,ELENA UGOLINI_total_perc,FEDERICO SERRA_total_votes,FEDERICO SERRA_total_perc,LUCA TEODORI_total_votes,LUCA TEODORI_total_perc,Unnamed: 34,None_perc,latitude,longitude
Russi,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660160,1582,"39,38",140,"3,49",306,"7,62",154,"3,83",113,"2,81",875,"21,78",231,"5,75",158,"3,93",382,"9,51",76,"1,89",,,2600,"54,75",2002,"42,16",109,"2,30",38,"0,80",,0.0,44.370054,12.0304172
Sant'Agata Sul Santerno,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660170,290,"30,24",28,"2,92",143,"14,91",34,"3,55",14,"1,46",272,"28,36",47,"4,90",42,"4,38",68,"7,09",21,"2,19",,,574,"51,81",492,"44,40",27,"2,44",15,"1,35",,0.0,44.44217,11.860124
Solarolo,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660180,632,"43,02",31,"2,11",152,"10,35",29,"1,97",17,"1,16",361,"24,57",64,"4,36",69,"4,70",85,"5,79",29,"1,97",,,975,"56,65",685,"39,80",44,"2,56",17,"0,99",,0.0,44.360368,11.844525
Albinea,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680010,1881,"48,62",113,"2,92",154,"3,98",226,"5,84",101,"2,61",794,"20,52",149,"3,85",138,"3,57",187,"4,83",62,"1,60",64.0,"1,65",2599,"63,42",1357,"33,11",72,"1,76",70,"1,71",,,44.6201821,10.6019259
Bagnolo In Piano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680020,1781,"54,50",140,"4,28",71,"2,17",175,"5,35",60,"1,84",534,"16,34",126,"3,86",131,"4,01",136,"4,16",69,"2,11",45.0,"1,38",2323,"67,00",1016,"29,30",75,"2,16",53,"1,53",,,44.762967,10.673293
Baiso,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680030,509,"46,40",29,"2,64",22,"2,01",34,"3,10",16,"1,46",249,"22,70",118,"10,76",67,"6,11",29,"2,64",14,"1,28",10.0,"0,91",640,"55,65",480,"41,74",17,"1,48",13,"1,13",,,44.4968268,10.6016783
Bibbiano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680040,1760,"53,79",134,"4,10",94,"2,87",159,"4,86",37,"1,13",607,"18,55",97,"2,96",158,"4,83",132,"4,03",57,"1,74",37.0,"1,13",2265,"65,69",1072,"31,09",70,"2,03",41,"1,19",,,44.6634303,10.4727188
Boretto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680050,588,"41,55",47,"3,32",42,"2,97",44,"3,11",23,"1,63",353,"24,95",78,"5,51",112,"7,92",77,"5,44",26,"1,84",25.0,"1,77",789,"51,33",685,"44,57",31,"2,02",32,"2,08",,,44.90187,10.554287
Brescello,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680060,487,"35,94",61,"4,50",50,"3,69",53,"3,91",18,"1,33",388,"28,63",71,"5,24",112,"8,27",82,"6,05",27,"1,99",6.0,"0,44",708,"49,00",700,"48,44",28,"1,94",9,"0,62",,,44.9012244,10.515728
Cadelbosco Di Sopra,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680080,1424,"47,99",147,"4,95",109,"3,67",114,"3,84",36,"1,21",612,"20,63",146,"4,92",152,"5,12",150,"5,06",60,"2,02",17.0,"0,57",1905,"61,06",1124,"36,03",71,"2,28",20,"0,64",,,44.7633191,10.5951823
Campagnola Emilia,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680090,1034,"55,29",60,"3,21",48,"2,57",56,"2,99",37,"1,98",381,"20,37",73,"3,90",57,"3,05",57,"3,05",28,"1,50",39.0,"2,09",1276,"64,97",616,"31,36",32,"1,63",40,"2,04",,,44.83927,10.757093
Campegine,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680100,844,"52,85",84,"5,26",49,"3,07",76,"4,76",22,"1,38",280,"17,53",63,"3,94",60,"3,76",39,"2,44",67,"4,20",13.0,"0,81",1122,"66,67",476,"28,28",69,"4,10",16,"0,95",,,44.7817335,10.5284188
Carpineti,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680110,545,"36,24",36,"2,39",173,"11,50",45,"2,99",8,"0,53",313,"20,81",190,"12,63",96,"6,38",53,"3,52",22,"1,46",23.0,"1,53",840,"53,92",670,"43,00",23,"1,48",25,"1,60",,,44.4559609,10.5196982
Casalgrande,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680120,2744,"48,97",313,"5,59",172,"3,07",208,"3,71",54,"0,96",1113,"19,86",306,"5,46",268,"4,78",251,"4,48",104,"1,86",71.0,"1,27",3656,"61,50",2108,"35,46",108,"1,82",73,"1,23",,,44.5880091,10.7373209
Casina,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680130,675,"37,65",53,"2,96",118,"6,58",124,"6,92",18,"1,00",337,"18,80",295,"16,45",70,"3,90",33,"1,84",31,"1,73",39.0,"2,18",1013,"54,82",759,"41,07",35,"1,89",41,"2,22",,,44.5113388,10.4997852
Castellarano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680140,2205,"42,03",215,"4,10",126,"2,40",171,"3,26",70,"1,33",1280,"24,40",525,"10,01",330,"6,29",163,"3,11",98,"1,87",63.0,"1,20",2923,"52,99",2416,"43,80",107,"1,94",70,"1,27",,,44.5102806,10.7286395
Castelnovo Di Sotto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680150,1502,"54,74",101,"3,68",67,"2,44",152,"5,54",24,"0,87",503,"18,33",99,"3,61",139,"5,07",58,"2,11",60,"2,19",39.0,"1,42",1920,"66,74",847,"29,44",66,"2,29",44,"1,53",,,44.8108626,10.5632954
Castelnovo Ne' Monti,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680160,1338,"35,02",109,"2,85",222,"5,81",206,"5,39",31,"0,81",835,"21,85",564,"14,76",304,"7,96",87,"2,28",75,"1,96",50.0,"1,31",1992,"50,13",1849,"46,53",79,"1,99",54,"1,36",,,44.4355622,10.4032946
Cavriago,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680170,1747,"52,54",139,"4,18",101,"3,04",255,"7,67",48,"1,44",490,"14,74",103,"3,10",132,"3,97",131,"3,94",124,"3,73",55.0,"1,65",2418,"68,58",923,"26,18",128,"3,63",57,"1,62",,,44.6941945,10.5268984
Canossa,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680180,370,"32,03",67,"5,80",30,"2,60",77,"6,67",29,"2,51",297,"25,71",98,"8,48",90,"7,79",48,"4,16",26,"2,25",23.0,"1,99",594,"48,37",580,"47,23",31,"2,52",23,"1,87",,,44.5535604,10.4119138
Correggio,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680200,5002,"54,82",315,"3,45",246,"2,70",470,"5,15",152,"1,67",1601,"17,55",302,"3,31",472,"5,17",270,"2,96",173,"1,90",122.0,"1,34",6499,"67,08",2868,"29,60",185,"1,91",137,"1,41",,,44.770561,10.7797829
Fabbrico,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680210,1298,"58,97",104,"4,73",62,"2,82",139,"6,32",20,"0,91",304,"13,81",60,"2,73",109,"4,95",36,"1,64",40,"1,82",29.0,"1,32",1709,"72,79",553,"23,55",49,"2,09",37,"1,58",,,44.8720906,10.8100618
Gattatico,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680220,823,"46,58",101,"5,72",58,"3,28",94,"5,32",19,"1,08",400,"22,64",59,"3,34",66,"3,74",62,"3,51",58,"3,28",27.0,"1,53",1167,"61,20",648,"33,98",63,"3,30",29,"1,52",,,44.7956839,10.4445566
Gualtieri,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680230,819,"41,79",65,"3,32",204,"10,41",126,"6,43",30,"1,53",386,"19,69",94,"4,80",132,"6,73",63,"3,21",17,"0,87",24.0,"1,22",1280,"62,20",724,"35,18",21,"1,02",33,"1,60",,,44.9050126,10.6302265
Guastalla,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680240,1862,"40,18",155,"3,34",163,"3,52",275,"5,93",142,"3,06",1196,"25,81",210,"4,53",305,"6,58",200,"4,32",69,"1,49",57.0,"1,23",2722,"55,30",2058,"41,81",78,"1,58",64,"1,30",,,44.9211516,10.6539985
Luzzara,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680260,1392,"52,61",96,"3,63",58,"2,19",101,"3,82",41,"1,55",568,"21,47",111,"4,20",161,"6,08",48,"1,81",33,"1,25",37.0,"1,40",1721,"62,86",936,"34,19",39,"1,42",42,"1,53",,,44.961655,10.6870685
Montecchio Emilia,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680270,1608,"47,80",134,"3,98",80,"2,38",189,"5,62",72,"2,14",659,"19,59",130,"3,86",170,"5,05",165,"4,90",102,"3,03",55.0,"1,63",2185,"61,45",1206,"33,91",108,"3,04",57,"1,60",,,44.7004508,10.4464132
Novellara,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680280,2900,"61,25",150,"3,17",93,"1,96",213,"4,50",54,"1,14",678,"14,32",141,"2,98",265,"5,60",143,"3,02",60,"1,27",38.0,"0,80",3473,"70,49",1342,"27,24",71,"1,44",41,"0,83",,,44.84297,10.727492
Poviglio,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680290,1064,"50,05",43,"2,02",75,"3,53",113,"5,32",39,"1,83",457,"21,50",84,"3,95",107,"5,03",70,"3,29",48,"2,26",26.0,"1,22",1426,"61,92",792,"34,39",56,"2,43",29,"1,26",,,44.8416698,10.541615
Quattro Castella,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680300,2611,"49,80",169,"3,22",155,"2,96",281,"5,36",70,"1,34",1063,"20,27",296,"5,65",246,"4,69",188,"3,59",89,"1,70",75.0,"1,43",3429,"62,06",1919,"34,73",97,"1,76",80,"1,45",,,44.6356048,10.4724248
Reggiolo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680320,1591,"54,43",147,"5,03",64,"2,19",90,"3,08",33,"1,13",517,"17,69",149,"5,10",137,"4,69",75,"2,57",92,"3,15",28.0,"0,96",2019,"65,36",947,"30,66",93,"3,01",30,"0,97",,,44.9185339,10.8042114
Reggio Nell'Emilia,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680330,26208,"48,03",2242,"4,11",2214,"4,06",4039,"7,40",1094,"2,01",9818,"17,99",2197,"4,03",1975,"3,62",3105,"5,69",989,"1,81",680.0,"1,25",37836,"64,86",18619,"31,92",1127,"1,93",755,"1,29",,,44.6978389,10.6304971
Rio Saliceto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680340,1142,"53,89",77,"3,63",56,"2,64",70,"3,30",16,"0,76",397,"18,74",69,"3,26",130,"6,13",80,"3,78",56,"2,64",26.0,"1,23",1409,"62,37",763,"33,78",57,"2,52",30,"1,33",,,44.8100097,10.8030993
Rolo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680350,665,"52,03",33,"2,58",26,"2,03",51,"3,99",15,"1,17",293,"22,93",42,"3,29",74,"5,79",51,"3,99",16,"1,25",12.0,"0,94",827,"61,12",497,"36,73",17,"1,26",12,"0,89",,,44.8866561,10.8582083
Rubiera,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680360,2788,"54,21",189,"3,67",139,"2,70",167,"3,25",81,"1,57",1023,"19,89",214,"4,16",206,"4,01",162,"3,15",81,"1,57",93.0,"1,81",3511,"64,83",1721,"31,78",87,"1,61",97,"1,79",,,44.6532007,10.781081
San Martino In Rio,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680370,1364,"46,82",103,"3,54",77,"2,64",142,"4,87",24,"0,82",404,"13,87",82,"2,81",559,"19,19",73,"2,51",49,"1,68",36.0,"1,24",1812,"58,93",1158,"37,66",61,"1,98",44,"1,43",,,44.7328018,10.7839876
San Polo D'Enza,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680380,885,"44,63",107,"5,40",65,"3,28",92,"4,64",26,"1,31",464,"23,40",98,"4,94",88,"4,44",76,"3,83",46,"2,32",36.0,"1,82",1241,"59,01",778,"36,99",46,"2,19",38,"1,81",,,44.6258624,10.4222874
Sant'Ilario D'Enza,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680390,1718,"47,95",134,"3,74",97,"2,71",140,"3,91",44,"1,23",938,"26,18",119,"3,32",134,"3,74",125,"3,49",95,"2,65",39.0,"1,09",2229,"59,11",1399,"37,10",99,"2,63",44,"1,17",,,44.7605046,10.4498922
Scandiano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680400,5733,"56,39",344,"3,38",162,"1,59",404,"3,97",133,"1,31",1682,"16,54",747,"7,35",375,"3,69",309,"3,04",178,"1,75",100.0,"0,98",6905,"65,64",3299,"31,36",198,"1,88",118,"1,12",,,44.5993449,10.6878385
Toano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680410,408,"32,64",41,"3,28",83,"6,64",36,"2,88",13,"1,04",365,"29,20",160,"12,80",90,"7,20",24,"1,92",16,"1,28",14.0,"1,12",600,"45,94",661,"50,61",16,"1,23",29,"2,22",,,44.376357,10.561197
Ventasso,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680415,578,"34,10",43,"2,54",54,"3,19",62,"3,66",16,"0,94",614,"36,22",99,"5,84",133,"7,85",47,"2,77",31,"1,83",18.0,"1,06",806,"45,56",907,"51,27",37,"2,09",19,"1,07",,,44.3688304,10.2693097
Vetto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680420,235,"36,10",24,"3,69",22,"3,38",26,"3,99",4,"0,61",134,"20,58",109,"16,74",69,"10,60",19,"2,92",7,"1,08",2.0,"0,31",322,"46,80",356,"51,74",7,"1,02",3,"0,44",,,44.4843413,10.3414194
Vezzano Sul Crostolo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680430,736,"46,49",74,"4,67",68,"4,30",84,"5,31",15,"0,95",338,"21,35",96,"6,06",48,"3,03",57,"3,60",38,"2,40",29.0,"1,83",1002,"61,17",565,"34,49",40,"2,44",31,"1,89",,,44.6025837,10.5468531
Viano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680440,524,"40,87",61,"4,76",35,"2,73",77,"6,01",11,"0,86",288,"22,46",113,"8,81",75,"5,85",55,"4,29",20,"1,56",23.0,"1,79",718,"54,19",560,"42,26",23,"1,74",24,"1,81",,,44.5437293,10.6216195
Villa Minozzo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680450,436,"32,32",55,"4,08",56,"4,15",53,"3,93",40,"2,97",363,"26,91",112,"8,30",123,"9,12",33,"2,45",26,"1,93",52.0,"3,85",662,"47,25",657,"46,90",30,"2,14",52,"3,71",,,44.365056,10.465995
Bellaria-Igea Marina,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010010,1912,"34,39",196,"3,53",101,"1,82",239,"4,30",63,"1,13",1610,"28,96",801,"14,41",262,"4,71",217,"3,90",68,"1,22",91.0,"1,64",2756,"45,09",3173,"51,91",75,"1,23",108,"1,77",,,44.1421077,12.4696937
Casteldelci,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010015,42,"26,92",3,"1,92",2,"1,28",2,"1,28",1,"0,64",69,"44,23",6,"3,85",7,"4,49",21,"13,46",3,"1,92",0.0,0,54,"32,53",109,"65,66",3,"1,81",0,0,,,43.7911505,12.1551264
Cattolica,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010020,1928,"41,93",218,"4,74",240,"5,22",194,"4,22",48,"1,04",1214,"26,40",244,"5,31",166,"3,61",158,"3,44",104,"2,26",84.0,"1,83",2837,"55,42",2066,"40,36",116,"2,27",100,"1,95",,,43.9639933,12.7441515
Coriano,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010030,1406,"39,97",158,"4,49",40,"1,14",109,"3,10",121,"3,44",1135,"32,26",178,"5,06",149,"4,24",118,"3,35",50,"1,42",54.0,"1,53",1953,"51,79",1696,"44,97",57,"1,51",65,"1,72",,,43.965186,12.602374
Gemmano,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010040,118,"33,62",12,"3,42",3,"0,85",11,"3,13",3,"0,85",143,"40,74",13,"3,70",26,"7,41",5,"1,42",8,"2,28",9.0,"2,56",154,"41,96",195,"53,13",8,"2,18",10,"2,72",,,43.9041617,12.5830579
Maiolo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010045,114,"34,65",10,"3,04",1,"0,30",8,"2,43",1,"0,30",95,"28,88",16,"4,86",28,"8,51",49,"14,89",3,"0,91",4.0,"1,22",142,"41,16",195,"56,52",4,"1,16",4,"1,16",,,43.87396,12.311144
Misano Adriatico,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010050,1719,"44,40",137,"3,54",116,"3,00",128,"3,31",40,"1,03",1017,"26,27",296,"7,64",184,"4,75",129,"3,33",44,"1,14",62.0,"1,60",2243,"54,47",1755,"42,62",49,"1,19",71,"1,72",,,43.9774954,12.6986947
Mondaino,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010060,176,"45,83",14,"3,65",5,"1,30",14,"3,65",2,"0,52",110,"28,65",30,"7,81",16,"4,17",6,"1,56",4,"1,04",7.0,"1,82",230,"54,12",183,"43,06",5,"1,18",7,"1,65",,,43.8557055,12.6713923
Montecopiolo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010072,121,"32,27",15,"4,00",9,"2,40",10,"2,67",1,"0,27",143,"38,13",21,"5,60",29,"7,73",21,"5,60",1,"0,27",4.0,"1,07",163,"41,37",226,"57,36",1,"0,25",4,"1,02",,,43.8413137,12.3704338
Montefiore Conca,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010080,165,"35,18",21,"4,48",13,"2,77",15,"3,20",3,"0,64",172,"36,67",15,"3,20",22,"4,69",19,"4,05",10,"2,13",14.0,"2,99",228,"45,51",246,"49,10",11,"2,20",16,"3,19",,,43.8902363,12.6103147
Montegridolfo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010090,142,"55,25",13,"5,06",4,"1,56",7,"2,72",2,"0,78",60,"23,35",10,"3,89",13,"5,06",1,"0,39",4,"1,56",1.0,"0,39",166,"60,81",96,"35,16",6,"2,20",5,"1,83",,,43.8589996,12.6885114
Montescudo - Monte Colombo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010101,502,"30,65",80,"4,88",27,"1,65",56,"3,42",15,"0,92",653,"39,87",90,"5,49",98,"5,98",63,"3,85",23,"1,40",31.0,"1,89",727,"41,17",976,"55,27",28,"1,59",35,"1,98",,,43.9313763,12.5422299
Morciano Di Romagna,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010110,637,"34,14",84,"4,50",36,"1,93",48,"2,57",15,"0,80",667,"35,74",160,"8,57",86,"4,61",74,"3,97",19,"1,02",40.0,"2,14",899,"43,94",1074,"52,49",26,"1,27",47,"2,30",,,43.913748,12.6460672
Novafeltria,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010115,921,"37,05",82,"3,30",39,"1,57",73,"2,94",16,"0,64",780,"31,38",120,"4,83",112,"4,51",289,"11,63",19,"0,76",35.0,"1,41",1184,"45,19",1374,"52,44",22,"0,84",40,"1,53",,,43.8957266,12.2903985
Pennabilli,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010116,380,"38,85",21,"2,15",13,"1,33",25,"2,56",8,"0,82",314,"32,11",52,"5,32",57,"5,83",89,"9,10",9,"0,92",10.0,"1,02",472,"45,21",552,"52,87",9,"0,86",11,"1,05",,,43.8170539,12.265276
Poggio Torriana,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010125,843,"52,23",56,"3,47",29,"1,80",50,"3,10",9,"0,56",390,"24,16",58,"3,59",64,"3,97",45,"2,79",34,"2,11",36.0,"2,23",1034,"59,87",616,"35,67",35,"2,03",42,"2,43",,,43.9998476,12.3926599
Riccione,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010130,4578,"38,83",374,"3,17",182,"1,54",442,"3,75",104,"0,88",2710,"22,99",2198,"18,64",443,"3,76",511,"4,33",93,"0,79",155.0,"1,31",5992,"47,86",6232,"49,78",113,"0,90",182,"1,45",,,43.998274,12.6474368
Rimini,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010140,19891,"42,16",1825,"3,87",1150,"2,44",2137,"4,53",601,"1,27",13281,"28,15",2327,"4,93",2103,"4,46",2540,"5,38",655,"1,39",670.0,"1,42",27587,"53,63",22337,"43,42",747,"1,45",773,"1,50",,,44.0593886,12.5684371
Saludecio,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010150,231,"32,26",28,"3,91",17,"2,37",21,"2,93",9,"1,26",301,"42,04",28,"3,91",27,"3,77",31,"4,33",8,"1,12",15.0,"2,09",330,"42,69",418,"54,08",8,"1,03",17,"2,20",,,43.8726846,12.6685074
San Clemente,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010160,584,"44,24",48,"3,64",25,"1,89",46,"3,48",13,"0,98",397,"30,08",91,"6,89",47,"3,56",34,"2,58",19,"1,44",16.0,"1,21",757,"53,20",620,"43,57",21,"1,48",25,"1,76",,,43.9322054,12.6256931
San Giovanni In Marignano,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010170,1325,"47,89",84,"3,04",77,"2,78",101,"3,65",27,"0,98",701,"25,33",147,"5,31",128,"4,63",80,"2,89",57,"2,06",40.0,"1,45",1741,"57,25",1184,"38,93",64,"2,10",52,"1,71",,,43.9386683,12.7124941
San Leo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010175,348,"35,29",39,"3,96",18,"1,83",22,"2,23",8,"0,81",290,"29,41",53,"5,38",135,"13,69",35,"3,55",9,"0,91",29.0,"2,94",463,"44,73",531,"51,30",9,"0,87",32,"3,09",,,43.896961,12.343644
Sant'Agata Feltria,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010176,280,"43,75",23,"3,59",8,"1,25",21,"3,28",9,"1,41",190,"29,69",20,"3,13",42,"6,56",35,"5,47",4,"0,63",8.0,"1,25",363,"52,53",313,"45,30",5,"0,72",10,"1,45",,,43.8643024,12.2079994
Santarcangelo Di Romagna,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010180,4339,"55,52",218,"2,79",113,"1,45",252,"3,22",51,"0,65",1739,"22,25",283,"3,62",329,"4,21",271,"3,47",78,"1,00",142.0,"1,82",5130,"61,83",2916,"35,15",88,"1,06",163,"1,96",,,44.0634029,12.4467143
