ele_info,comune,provincia,regione,ele_f,ele_m,ele_t,perc,perc_r,vot_t,data,ora,update_number,url,perc_diff
Regionali Speciali,Cipressa,Imperia,Liguria,496,489,985,45.38,56.03,447,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370200,-19.01
Regionali Speciali,Civezza,Imperia,Liguria,243,229,472,47.03,64.63,222,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370210,-27.23
Regionali Speciali,Cosio D'Arroscia,Imperia,Liguria,83,69,152,66.45,63.8,101,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370220,4.15
Regionali Speciali,Costarainera,Imperia,Liguria,331,318,649,49.0,56.34,318,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370221,-13.03
Regionali Speciali,Diano Arentino,Imperia,Liguria,300,334,634,33.28,46.58,211,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370230,-28.55
Regionali Speciali,Diano Castello,Imperia,Liguria,948,907,1855,38.17,48.28,708,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370240,-20.94
Regionali Speciali,Diano Marina,Imperia,Liguria,2753,2395,5148,37.61,49.41,1936,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370250,-23.88
Regionali Speciali,Diano San Pietro,Imperia,Liguria,450,439,889,43.31,53.93,385,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370260,-19.69
Regionali Speciali,Dolceacqua,Imperia,Liguria,946,943,1889,36.42,49.71,688,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370270,-26.74
Regionali Speciali,Dolcedo,Imperia,Liguria,492,526,1018,43.03,50.67,438,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370280,-15.08
Regionali Speciali,Imperia,Imperia,Liguria,17849,16462,34311,43.96,53.53,15082,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370290,-17.88
Regionali Speciali,Isolabona,Imperia,Liguria,289,296,585,40.68,50.0,238,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370300,-18.64
Regionali Speciali,Lucinasco,Imperia,Liguria,109,108,217,47.0,53.3,102,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370301,-11.82
Regionali Speciali,Mendatica,Imperia,Liguria,65,89,154,62.34,67.07,96,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370310,-7.05
Regionali Speciali,Molini Di Triora,Imperia,Liguria,227,251,478,33.89,55.51,162,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370320,-38.95
Regionali Speciali,Montalto Carpasio,Imperia,Liguria,219,253,472,35.17,49.22,166,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370325,-28.55
Regionali Speciali,Montegrosso Pian Latte,Imperia,Liguria,54,47,101,76.24,79.44,77,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370340,-4.03
Regionali Speciali,Olivetta San Michele,Imperia,Liguria,98,114,212,33.49,50.24,71,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370350,-33.34
Regionali Speciali,Ospedaletti,Imperia,Liguria,1485,1399,2884,36.72,49.91,1059,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370360,-26.43
Regionali Speciali,Perinaldo,Imperia,Liguria,331,369,700,28.71,67.03,201,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370370,-57.17
Regionali Speciali,Pietrabruna,Imperia,Liguria,141,172,313,50.48,78.86,158,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370380,-35.99
Regionali Speciali,Pieve Di Teco,Imperia,Liguria,529,529,1058,40.45,56.07,428,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370390,-27.86
Regionali Speciali,Pigna,Imperia,Liguria,345,372,717,37.8,44.84,271,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370400,-15.7
Regionali Speciali,Pompeiana,Imperia,Liguria,348,348,696,39.8,56.65,277,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370410,-29.74
Regionali Speciali,Pontedassio,Imperia,Liguria,919,919,1838,50.22,58.69,923,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370420,-14.43
Regionali Speciali,Pornassio,Imperia,Liguria,217,257,474,37.34,56.47,177,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370430,-33.88
Regionali Speciali,Prelà,Imperia,Liguria,189,212,401,40.65,50.0,163,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370440,-18.7
Regionali Speciali,Ranzo,Imperia,Liguria,226,209,435,41.15,51.85,179,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370450,-20.64
Regionali Speciali,Rezzo,Imperia,Liguria,127,137,264,51.89,56.0,137,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370460,-7.34
Regionali Speciali,Riva Ligure,Imperia,Liguria,1196,1164,2360,38.94,52.77,919,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370461,-26.21
Regionali Speciali,Rocchetta Nervina,Imperia,Liguria,104,109,213,47.89,65.37,102,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370480,-26.74
Regionali Speciali,San Bartolomeo Al Mare,Imperia,Liguria,1282,1209,2491,42.63,52.36,1062,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370490,-18.58
Regionali Speciali,San Biagio Della Cima,Imperia,Liguria,580,543,1123,37.31,50.54,419,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370500,-26.18
Regionali Speciali,San Lorenzo Al Mare,Imperia,Liguria,559,501,1060,48.11,61.98,510,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370510,-22.38
Regionali Speciali,Sanremo,Imperia,Liguria,23884,21824,45708,32.38,47.32,14799,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370520,-31.57
Regionali Speciali,Santo Stefano Al Mare,Imperia,Liguria,893,874,1767,42.28,66.3,747,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370521,-36.23
Regionali Speciali,Seborga,Imperia,Liguria,118,111,229,47.16,60.5,108,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370530,-22.05
Regionali Speciali,Soldano,Imperia,Liguria,382,412,794,39.92,53.8,317,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370540,-25.8
Regionali Speciali,Taggia,Imperia,Liguria,6058,5437,11495,40.95,52.95,4707,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370550,-22.66
Regionali Speciali,Terzorio,Imperia,Liguria,92,95,187,56.68,73.44,106,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370560,-22.82
Regionali Speciali,Triora,Imperia,Liguria,148,177,325,39.69,57.81,129,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370570,-31.34
Regionali Speciali,Vallebona,Imperia,Liguria,536,557,1093,35.68,47.56,390,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370580,-24.98
Regionali Speciali,Vallecrosia,Imperia,Liguria,3137,2910,6047,41.13,48.73,2487,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370590,-15.6
Regionali Speciali,Vasia,Imperia,Liguria,141,143,284,51.06,64.26,145,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370600,-20.54
Regionali Speciali,Ventimiglia,Imperia,Liguria,10793,10471,21264,33.31,42.62,7082,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370610,-21.84
Regionali Speciali,Vessalico,Imperia,Liguria,88,108,196,45.92,54.6,90,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370620,-15.9
Regionali Speciali,Villa Faraldi,Imperia,Liguria,179,181,360,34.17,56.9,123,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370630,-39.95
