comune,provincia,regione,url,L'ALTRA EMILIA ROMAGNA,L'ALTRA EMILIA ROMAGNA_perc,MOVIMENTO 3V VACCINI VOGLIAMO VERITA',MOVIMENTO 3V VACCINI VOGLIAMO VERITA'_perc,POTERE AL POPOLO!,POTERE AL POPOLO!_perc,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE_perc,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO_perc,VOLT EMILIA-ROMAGNA,VOLT EMILIA-ROMAGNA_perc,+EUROPA - PSI - PRI,+EUROPA - PSI - PRI_perc,BONACCINI PRESIDENTE,BONACCINI PRESIDENTE_perc,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA,EMILIA-ROMAGNA CORAGGIOSA ECOLOGISTA PROGRESSISTA_perc,EUROPA VERDE,EUROPA VERDE_perc,PARTITO COMUNISTA,PARTITO COMUNISTA_perc,LEGA,LEGA_perc,FORZA ITALIA,FORZA ITALIA_perc,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE,PROGETTO EMILIA-ROMAGNA RETE CIVICA BORGONZONI PRESIDENTE_perc,FRATELLI D'ITALIA,FRATELLI D'ITALIA_perc,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!,IL POPOLO DELLA FAMIGLIA - CAMBIAMO!_perc,GIOVANI PER L'AMBIENTE,GIOVANI PER L'AMBIENTE_perc,TESORO CALABRIA CARLO TANSI PRESIDENTE,TESORO CALABRIA CARLO TANSI PRESIDENTE_perc,CALABRIA PULITA CON CARLO TANSI,CALABRIA PULITA CON CARLO TANSI_perc,CALABRIA LIBERA CON CARLO TANSI,CALABRIA LIBERA CON CARLO TANSI_perc,IO RESTO IN CALABRIA CON CALLIPO,IO RESTO IN CALABRIA CON CALLIPO_perc,DEMOCRATICI PROGRESSISTI CALABRIA,DEMOCRATICI PROGRESSISTI CALABRIA_perc,FORZA ITALIA BERLUSCONI PER SANTELLI,FORZA ITALIA BERLUSCONI PER SANTELLI_perc,JOLE SANTELLI PRESIDENTE,JOLE SANTELLI PRESIDENTE_perc,LEGA SALVINI CALABRIA,LEGA SALVINI CALABRIA_perc,GIORGIA MELONI FRATELLI D'ITALIA,GIORGIA MELONI FRATELLI D'ITALIA_perc,CASA DELLE LIBERTA',CASA DELLE LIBERTA'_perc,CALABRIA LIBERTAS UNIONE DI CENTRO,CALABRIA LIBERTAS UNIONE DI CENTRO_perc,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL,LIBERI DI CAMBIARE CALABRIA CIVICA AIELL_perc,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT,MOVIMENTO 5 STELLE ILBLOGDELLESTELLE.IT_perc,LUGLI STEFANO_total_votes,LUGLI STEFANO_total_perc,BATTAGLIA DOMENICO_total_votes,BATTAGLIA DOMENICO_total_perc,COLLOT MARTA_total_votes,COLLOT MARTA_total_perc,BENINI SIMONE_total_votes,BENINI SIMONE_total_perc,BONACCINI STEFANO_total_votes,BONACCINI STEFANO_total_perc,BERGAMINI LAURA_total_votes,BERGAMINI LAURA_total_perc,BORGONZONI LUCIA_total_votes,BORGONZONI LUCIA_total_perc,TANSI CARLO_total_votes,TANSI CARLO_total_perc,CALLIPO FILIPPO_total_votes,CALLIPO FILIPPO_total_perc,SANTELLI JOLE_total_votes,SANTELLI JOLE_total_perc,AIELLO FRANCESCO_total_votes,AIELLO FRANCESCO_total_perc
ARGELATO,,,,10,0.17,18,0.31,32,0.55,251,4.35,2249,38.95,25,0.43,75,1.3,289,5.01,172,2.98,99,1.71,33,0.57,1369,23.71,85,1.47,76,1.32,358,6.2,0,0.0,21,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.21,17,0.29,30,0.52,188,3.26,3358,58.16,29,0.5,2019,34.97,0,0.0,0,0.0,0,0.0,0,0.0
BARICELLA,,,,2,0.05,8,0.22,14,0.38,171,4.63,1183,32.04,14,0.38,32,0.87,121,3.28,94,2.55,44,1.19,18,0.49,1201,32.53,60,1.63,66,1.79,274,7.42,0,0.0,12,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,12,0.33,14,0.38,155,4.2,1703,46.13,18,0.49,1699,46.02,0,0.0,0,0.0,0,0.0,0,0.0
BENTIVOGLIO,,,,7,0.22,9,0.28,23,0.71,117,3.62,1284,39.7,12,0.37,29,0.9,121,3.74,118,3.65,62,1.92,22,0.68,757,23.41,57,1.76,57,1.76,240,7.42,0,0.0,8,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.15,11,0.34,7,0.22,90,2.78,1870,57.82,18,0.56,1171,36.21,0,0.0,0,0.0,0,0.0,0,0.0
BOLOGNA,,,,704,0.33,746,0.35,2104,0.99,8012,3.78,74763,35.23,1406,0.66,3771,1.78,13395,6.31,16582,7.81,5162,2.43,1074,0.51,35073,16.53,5593,2.64,4129,1.95,17004,8.01,0,0.0,532,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,463,0.22,664,0.31,1227,0.58,5238,2.47,135443,63.83,844,0.4,65014,30.64,0,0.0,0,0.0,0,0.0,0,0.0
BORGO TOSSIGNANO,,,,9,0.54,13,0.77,19,1.13,118,7.03,595,35.44,6,0.36,16,0.95,84,5.0,42,2.5,22,1.31,5,0.3,461,27.46,31,1.85,19,1.13,110,6.55,0,0.0,5,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.36,11,0.66,9,0.54,101,6.02,862,51.34,9,0.54,635,37.82,0,0.0,0,0.0,0,0.0,0,0.0
BUDRIO,,,,23,0.22,44,0.42,40,0.38,522,5.01,3644,34.95,57,0.55,156,1.5,436,4.18,392,3.76,253,2.43,55,0.53,2540,24.36,220,2.11,189,1.81,792,7.6,0,0.0,33,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.12,33,0.32,36,0.35,392,3.76,5748,55.13,47,0.45,3930,37.69,0,0.0,0,0.0,0,0.0,0,0.0
CALDERARA DI RENO,,,,19,0.24,25,0.32,41,0.52,429,5.45,2971,37.72,31,0.39,75,0.95,406,5.15,356,4.52,123,1.56,51,0.65,1670,21.2,156,1.98,132,1.68,575,7.3,0,0.0,20,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.18,25,0.32,33,0.42,326,4.14,4600,58.41,50,0.63,2666,33.85,0,0.0,0,0.0,0,0.0,0,0.0
CAMUGNANO,,,,2,0.18,2,0.18,7,0.62,40,3.51,305,26.8,3,0.26,6,0.53,37,3.25,50,4.39,6,0.53,4,0.35,482,42.36,15,1.32,18,1.58,100,8.79,0,0.0,2,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.18,3,0.26,8,0.7,27,2.37,441,38.75,3,0.26,632,55.54,0,0.0,0,0.0,0,0.0,0,0.0
CASALECCHIO DI RENO,,,,49,0.24,85,0.41,128,0.62,834,4.05,8157,39.6,76,0.37,326,1.58,1123,5.45,1060,5.15,456,2.21,99,0.48,4023,19.53,444,2.16,483,2.34,1346,6.53,0,0.0,61,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,0.21,78,0.38,100,0.49,600,2.91,12706,61.68,90,0.44,6616,32.11,0,0.0,0,0.0,0,0.0,0,0.0
CASALFIUMANESE,,,,4,0.22,4,0.22,10,0.54,105,5.71,701,38.14,2,0.11,16,0.87,93,5.06,42,2.29,23,1.25,7,0.38,530,28.84,34,1.85,20,1.09,113,6.15,0,0.0,4,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.11,4,0.22,4,0.22,89,4.84,975,53.05,8,0.44,713,38.79,0,0.0,0,0.0,0,0.0,0,0.0
CASTEL D'AIANO,,,,5,0.45,2,0.18,7,0.63,32,2.89,280,25.29,0,0.0,16,1.45,63,5.69,44,3.97,14,1.26,9,0.81,394,35.59,27,2.44,19,1.72,103,9.3,0,0.0,1,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.45,2,0.18,3,0.27,22,1.99,490,44.26,8,0.72,561,50.68,0,0.0,0,0.0,0,0.0,0,0.0
CASTEL DEL RIO,,,,3,0.48,6,0.96,1,0.16,26,4.14,235,37.42,1,0.16,13,2.07,22,3.5,6,0.96,2,0.32,4,0.64,208,33.12,7,1.11,9,1.43,46,7.32,0,0.0,1,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16,5,0.8,1,0.16,21,3.34,309,49.2,4,0.64,276,43.95,0,0.0,0,0.0,0,0.0,0,0.0
CASTEL DI CASIO,,,,1,0.05,0,0.0,2,0.1,66,3.31,525,26.34,0,0.0,18,0.9,115,5.77,237,11.89,14,0.7,13,0.65,654,32.81,20,1.0,32,1.61,165,8.28,0,0.0,4,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,1,0.05,55,2.76,986,49.47,11,0.55,894,44.86,0,0.0,0,0.0,0,0.0,0,0.0
CASTEL GUELFO DI BOLOGNA,,,,8,0.32,10,0.41,9,0.37,143,5.8,928,37.66,6,0.24,23,0.93,80,3.25,64,2.6,32,1.3,9,0.37,657,26.66,51,2.07,40,1.62,197,8.0,0,0.0,7,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.28,7,0.28,5,0.2,112,4.55,1290,52.35,5,0.2,984,39.94,0,0.0,0,0.0,0,0.0,0,0.0
CASTELLO D'ARGILE,,,,8,0.22,16,0.45,10,0.28,192,5.34,957,26.63,6,0.17,33,0.92,164,4.56,55,1.53,333,9.27,16,0.45,1084,30.16,63,1.75,52,1.45,289,8.04,0,0.0,11,0.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.17,12,0.33,8,0.22,138,3.84,1793,49.89,13,0.36,1544,42.96,0,0.0,0,0.0,0,0.0,0,0.0
CASTEL MAGGIORE,,,,16,0.15,42,0.38,62,0.57,465,4.24,4524,41.29,58,0.53,133,1.21,561,5.12,462,4.22,200,1.83,53,0.48,2183,19.93,181,1.65,145,1.32,716,6.54,0,0.0,35,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.11,36,0.33,46,0.42,360,3.29,6827,62.31,45,0.41,3423,31.24,0,0.0,0,0.0,0,0.0,0,0.0
CASTEL SAN PIETRO TERME,,,,21,0.17,50,0.41,39,0.32,574,4.75,4710,38.97,25,0.21,107,0.89,531,4.39,542,4.48,188,1.56,57,0.47,2864,23.7,254,2.1,147,1.22,1026,8.49,0,0.0,37,0.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.16,46,0.38,35,0.29,438,3.62,6783,56.13,54,0.45,4471,37.0,0,0.0,0,0.0,0,0.0,0,0.0
CASTENASO,,,,23,0.24,32,0.34,41,0.43,408,4.3,3564,37.56,96,1.01,117,1.23,536,5.65,524,5.52,199,2.1,42,0.44,1954,20.59,175,1.84,145,1.53,676,7.12,0,0.0,26,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.25,31,0.33,30,0.32,319,3.36,5788,61.0,35,0.37,3084,32.5,0,0.0,0,0.0,0,0.0,0,0.0
CASTIGLIONE DEI PEPOLI,,,,5,0.16,8,0.25,11,0.34,116,3.61,1011,31.49,5,0.16,26,0.81,124,3.86,85,2.65,21,0.65,30,0.93,1246,38.8,41,1.28,54,1.68,194,6.04,0,0.0,8,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,9,0.28,11,0.34,85,2.65,1436,44.72,24,0.75,1571,48.93,0,0.0,0,0.0,0,0.0,0,0.0
CREVALCORE,,,,24,0.33,14,0.19,21,0.29,284,3.9,2165,29.73,20,0.27,78,1.07,285,3.91,450,6.18,95,1.3,31,0.43,2324,31.92,147,2.02,99,1.36,603,8.28,0,0.0,24,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.25,18,0.25,11,0.15,207,2.84,3537,48.58,34,0.47,3302,45.35,0,0.0,0,0.0,0,0.0,0,0.0
DOZZA,,,,13,0.37,26,0.74,10,0.28,156,4.43,1110,31.55,14,0.4,37,1.05,199,5.66,99,2.81,56,1.59,18,0.51,966,27.46,154,4.38,43,1.22,296,8.41,0,0.0,10,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.34,25,0.71,9,0.26,138,3.92,1703,48.41,18,0.51,1507,42.84,0,0.0,0,0.0,0,0.0,0,0.0
FONTANELICE,,,,3,0.27,5,0.46,8,0.73,50,4.55,344,31.33,1,0.09,11,1.0,68,6.19,14,1.28,21,1.91,8,0.73,410,37.34,14,1.28,7,0.64,72,6.56,0,0.0,1,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.27,5,0.46,4,0.36,42,3.83,495,45.08,4,0.36,514,46.81,0,0.0,0,0.0,0,0.0,0,0.0
BAGNO DI ROMAGNA,,,,5,0.14,29,0.83,18,0.52,113,3.24,1101,31.55,4,0.11,23,0.66,208,5.96,73,2.09,32,0.92,41,1.17,1092,31.29,83,2.38,23,0.66,372,10.66,6,0.17,10,0.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.14,27,0.77,8,0.23,78,2.23,1641,47.02,33,0.95,1602,45.9,0,0.0,0,0.0,0,0.0,0,0.0
BERTINORO,,,,29,0.49,83,1.39,29,0.49,312,5.23,1933,32.41,15,0.25,65,1.09,337,5.65,129,2.16,96,1.61,38,0.64,1775,29.76,152,2.55,50,0.84,388,6.51,23,0.39,15,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.34,80,1.34,19,0.32,258,4.33,2948,49.43,40,0.67,2448,41.05,0,0.0,0,0.0,0,0.0,0,0.0
BORGHI,,,,2,0.14,22,1.57,2,0.14,60,4.28,331,23.63,4,0.29,6,0.43,45,3.21,27,1.93,9,0.64,8,0.57,604,43.11,40,2.86,16,1.14,114,8.14,7,0.5,5,0.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.14,23,1.64,2,0.14,63,4.5,467,33.33,8,0.57,801,57.17,0,0.0,0,0.0,0,0.0,0,0.0
CASTROCARO TERME E TERRA DEL SOLE,,,,6,0.18,28,0.84,9,0.27,131,3.91,883,26.34,16,0.48,42,1.25,198,5.91,50,1.49,80,2.39,11,0.33,1219,36.37,101,3.01,37,1.1,275,8.2,16,0.48,7,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.09,24,0.72,7,0.21,109,3.25,1433,42.75,8,0.24,1686,50.3,0,0.0,0,0.0,0,0.0,0,0.0
CESENA,,,,106,0.2,549,1.02,245,0.45,2612,4.83,18565,34.34,177,0.33,927,1.71,3225,5.97,1767,3.27,824,1.52,290,0.54,14000,25.9,971,1.8,640,1.18,4092,7.57,351,0.65,107,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85,0.16,462,0.85,206,0.38,2145,3.97,28978,53.6,282,0.52,20875,38.61,0,0.0,0,0.0,0,0.0,0,0.0
CESENATICO,,,,33,0.23,178,1.27,89,0.63,751,5.35,3792,26.99,38,0.27,211,1.5,566,4.03,224,1.59,201,1.43,64,0.46,4634,32.98,404,2.88,245,1.74,1326,9.44,55,0.39,29,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.13,162,1.15,76,0.54,640,4.56,5873,41.8,63,0.45,6883,48.99,0,0.0,0,0.0,0,0.0,0,0.0
CIVITELLA DI ROMAGNA,,,,10,0.5,13,0.65,5,0.25,70,3.51,504,25.3,0,0.0,12,0.6,172,8.63,21,1.05,11,0.55,11,0.55,821,41.21,47,2.36,19,0.95,121,6.07,0,0.0,4,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2,11,0.55,1,0.05,54,2.71,826,41.47,10,0.5,1036,52.01,0,0.0,0,0.0,0,0.0,0,0.0
DOVADOLA,,,,2,0.25,6,0.76,4,0.51,44,5.58,201,25.51,2,0.25,6,0.76,58,7.36,21,2.66,16,2.03,4,0.51,278,35.28,15,1.9,10,1.27,70,8.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.13,6,0.76,3,0.38,38,4.82,339,43.02,3,0.38,378,47.97,0,0.0,0,0.0,0,0.0,0,0.0
FORLI',,,,145,0.24,467,0.76,198,0.32,2610,4.26,18601,30.37,442,0.72,883,1.44,4257,6.95,1491,2.43,1414,2.31,257,0.42,16902,27.59,1637,2.67,808,1.32,4539,7.41,387,0.63,236,0.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,111,0.18,412,0.67,164,0.27,2013,3.29,31635,51.64,245,0.4,25565,41.73,0,0.0,0,0.0,0,0.0,0,0.0
FORLIMPOPOLI,,,,33,0.47,93,1.32,38,0.54,379,5.37,2561,36.3,50,0.71,64,0.91,386,5.47,156,2.21,177,2.51,44,0.62,1904,26.98,187,2.65,59,0.84,374,5.3,14,0.2,16,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.37,80,1.13,31,0.44,305,4.32,3764,53.34,41,0.58,2640,37.41,0,0.0,0,0.0,0,0.0,0,0.0
GALEATA,,,,5,0.42,1,0.08,2,0.17,27,2.25,270,22.48,0,0.0,3,0.25,181,15.07,29,2.41,16,1.33,8,0.67,442,36.8,40,3.33,16,1.33,96,7.99,0,0.0,4,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.17,1,0.08,2,0.17,22,1.83,540,44.96,6,0.5,606,50.46,0,0.0,0,0.0,0,0.0,0,0.0
GAMBETTOLA,,,,25,0.46,63,1.16,28,0.51,289,5.3,1669,30.63,19,0.35,62,1.14,259,4.75,116,2.13,69,1.27,23,0.42,1816,33.33,101,1.85,53,0.97,387,7.1,31,0.57,13,0.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.31,57,1.05,32,0.59,240,4.4,2514,46.14,21,0.39,2450,44.96,0,0.0,0,0.0,0,0.0,0,0.0
GATTEO,,,,10,0.22,39,0.84,15,0.32,278,6.02,1237,26.8,12,0.26,53,1.15,203,4.4,55,1.19,70,1.52,32,0.69,1613,34.94,171,3.7,47,1.02,357,7.73,28,0.61,10,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.13,35,0.76,14,0.3,216,4.68,1900,41.16,29,0.63,2271,49.2,0,0.0,0,0.0,0,0.0,0,0.0
LONGIANO,,,,10,0.25,81,2.04,19,0.48,238,5.99,1282,32.29,17,0.43,71,1.79,181,4.56,102,2.57,67,1.69,19,0.48,1224,30.83,76,1.91,45,1.13,254,6.4,16,0.4,12,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.2,67,1.69,15,0.38,200,5.04,1907,48.04,19,0.48,1665,41.94,0,0.0,0,0.0,0,0.0,0,0.0
MELDOLA,,,,18,0.36,41,0.82,31,0.62,199,3.98,1412,28.25,14,0.28,53,1.06,349,6.98,90,1.8,63,1.26,28,0.56,1649,32.99,120,2.4,47,0.94,434,8.68,13,0.26,19,0.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.28,36,0.72,25,0.5,163,3.26,2275,45.52,27,0.54,2344,46.9,0,0.0,0,0.0,0,0.0,0,0.0
MERCATO SARACENO,,,,4,0.11,28,0.74,8,0.21,153,4.05,969,25.64,1,0.03,55,1.46,132,3.49,226,5.98,34,0.9,22,0.58,1599,42.31,57,1.51,34,0.9,202,5.35,22,0.58,6,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.08,27,0.71,9,0.24,122,3.23,1545,40.88,20,0.53,1939,51.31,0,0.0,0,0.0,0,0.0,0,0.0
MODIGLIANA,,,,4,0.16,6,0.24,18,0.72,133,5.3,779,31.05,4,0.16,22,0.88,82,3.27,34,1.36,29,1.16,10,0.4,962,38.34,56,2.23,25,1.0,160,6.38,8,0.32,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.12,7,0.28,17,0.68,88,3.51,1097,43.72,9,0.36,1229,48.98,0,0.0,0,0.0,0,0.0,0,0.0
MONTIANO,,,,2,0.19,6,0.58,4,0.39,49,4.73,333,32.11,2,0.19,28,2.7,30,2.89,27,2.6,19,1.83,7,0.68,324,31.24,24,2.31,8,0.77,80,7.71,23,2.22,3,0.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,6,0.58,6,0.58,37,3.57,486,46.87,7,0.68,470,45.32,0,0.0,0,0.0,0,0.0,0,0.0
PORTICO E SAN BENEDETTO,,,,0,0.0,0,0.0,2,0.5,8,1.99,120,29.85,0,0.0,5,1.24,30,7.46,4,1.0,6,1.49,8,1.99,134,33.33,16,3.98,5,1.24,35,8.71,2,0.5,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,3,0.75,7,1.74,176,43.78,6,1.49,197,49.0,0,0.0,0,0.0,0,0.0,0,0.0
PREDAPPIO,,,,3,0.09,47,1.41,10,0.3,138,4.15,816,24.56,11,0.33,26,0.78,205,6.17,50,1.5,25,0.75,12,0.36,1151,34.64,62,1.87,37,1.11,467,14.05,10,0.3,7,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.12,45,1.35,13,0.39,112,3.37,1296,39.0,11,0.33,1781,53.6,0,0.0,0,0.0,0,0.0,0,0.0
PREMILCUORE,,,,0,0.0,2,0.48,2,0.48,12,2.88,108,25.9,0,0.0,7,1.68,25,6.0,2,0.48,0,0.0,4,0.96,167,40.05,17,4.08,5,1.2,30,7.19,1,0.24,1,0.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.48,3,0.72,9,2.16,156,37.41,4,0.96,226,54.2,0,0.0,0,0.0,0,0.0,0,0.0
ROCCA SAN CASCIANO,,,,2,0.18,3,0.27,0,0.0,21,1.88,275,24.66,2,0.18,10,0.9,118,10.58,12,1.08,15,1.35,12,1.08,393,35.25,37,3.32,12,1.08,115,10.31,4,0.36,9,0.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09,3,0.27,1,0.09,16,1.43,476,42.69,9,0.81,588,52.74,0,0.0,0,0.0,0,0.0,0,0.0
RONCOFREDDO,,,,3,0.16,38,2.0,7,0.37,79,4.17,611,32.23,1,0.05,18,0.95,56,2.95,47,2.48,28,1.48,8,0.42,741,39.08,44,2.32,14,0.74,101,5.33,4,0.21,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.16,33,1.74,6,0.32,65,3.43,821,43.3,7,0.37,935,49.31,0,0.0,0,0.0,0,0.0,0,0.0
SAN MAURO PASCOLI,,,,16,0.26,71,1.17,10,0.16,283,4.65,1849,30.41,18,0.3,71,1.17,261,4.29,87,1.43,93,1.53,44,0.72,1798,29.57,573,9.42,55,0.9,391,6.43,9,0.15,10,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.13,67,1.1,6,0.1,243,4.0,2698,44.37,44,0.72,2878,47.33,0,0.0,0,0.0,0,0.0,0,0.0
